window_index,time,entropy_h0,entropy_h1,entropy_h2,p_inf_h0,p_inf_h1,p_inf_h2,mean_betti0,mean_betti1,mean_betti2,eta_harm,eta_grad,eta_curl,harm_curl_ratio,beta1_hodge,lambda1,spectral_gap
443,267300.0,7.535079114253891,5.604741356751663,1.6205016039417273,0.4488372504711151,0.4702524244785309,0.02990180253982544,78.6,4.5,0.0,0.70141278962454,0.29858721035024005,1.3697893620554498e-31,1000.0,9.0,0.20955080457069394,0.0
444,267900.0,7.535688167055338,5.284847397857378,1.13848819547913,0.46542230248451233,0.43485337495803833,0.0357820987701416,77.35,4.4,0.05,0.5712717301404963,0.42872826984405515,1.992629874119021e-31,1000.0,9.0,0.15488313844639912,0.0
445,268500.0,7.534157836170608,5.322624344618336,2.995304589740748,0.37393492460250854,0.2900204062461853,0.0897512435913086,72.4,4.25,0.25,0.00200637857102241,0.24301966026057534,0.7549739611852188,0.0026575467157436508,3.0,0.08701206570643188,4.584505948795946
446,269100.0,7.539925302495094,5.459428587781136,3.9307780140242943,0.38791927695274353,0.33065563440322876,0.04825246334075928,71.0,4.45,0.1,0.0023337582758791117,0.14916908472574503,0.8484971569988246,0.00275046092568062,3.0,0.3847038842467279,1.635449888971036
447,269700.0,7.545134006417457,5.331360650056287,3.679764937264714,0.40688610076904297,0.3841691017150879,0.05185699462890625,71.15,5.1,0.25,0.04667601846435618,0.18761304992184924,0.7657109316195471,0.06095775381653658,9.0,0.24368451616582792,0.0
448,270300.0,7.53624599142256,5.3234258026639925,3.6077804446881383,0.40688610076904297,0.39189955592155457,0.0789804458618164,73.35,5.3,0.15,0.31139325672367757,0.3833881854444908,0.3052185578565887,1.0202304175389294,10.0,0.0,0.0
449,270900.0,7.538383735979311,5.358366530652865,3.00274698485241,0.4344175457954407,0.46834108233451843,0.04281723499298096,77.5,4.15,0.25,0.6302320036494503,0.3697679963463852,1.6348413137645617e-31,1000.0,7.0,0.39502360060825176,1.1219159892407007
450,271500.0,7.534646110411857,5.405931125323528,3.1751020401232974,0.4127497375011444,0.2921578288078308,0.027934730052947998,75.8,4.05,0.1,0.6920539736218956,0.3079460263857159,1.5672108689174923e-31,1000.0,5.0,0.16634504488544255,1.2800529529818268
451,272100.0,7.527962136847904,5.211237791226112,3.399113109821125,0.4127497375011444,0.35823678970336914,0.051527202129364014,71.2,3.95,0.15,0.6409070906697453,0.17864895041664178,0.18044395889463066,3.55183456732097,5.0,0.2300113008413706,1.223911747833651
452,272700.0,7.525166750752767,5.32499468058266,3.6144069290195673,0.39491987228393555,0.35823678970336914,0.051527202129364014,68.2,3.6,0.25,0.7305502127801636,0.145428171194582,0.1240216160258669,5.890507124354064,3.0,0.5406127885416874,1.3365732002666284
453,273300.0,7.502784502551076,5.278882971411762,4.055699951579605,0.46486467123031616,0.35823678970336914,0.04611748456954956,70.9,3.9,0.1,0.045048684825695594,0.2215195032370439,0.73343181194837,0.061421776492025654,7.0,0.03295179938522204,3.045377765288013
454,273900.0,7.502910532692767,4.948989225255368,3.163581215738749,0.539095938205719,0.37963810563087463,0.06008225679397583,78.75,3.95,0.2,0.5292802337730219,0.47071976606890026,8.115282725351742e-32,1000.0,10.0,0.0,0.0
455,274500.0,7.519913159592104,4.95086255033466,3.115239198160767,0.499607115983963,0.4550486207008362,0.09280401468276978,85.8,5.1,0.2,0.5471646669170893,0.452835565253533,1.5610248072737707e-31,1000.0,10.0,0.0,0.0
456,275100.0,7.523066402980911,4.7726895149087705,2.167527712574475,0.499607115983963,0.5670776963233948,0.1603837013244629,89.75,5.6,0.3,0.4590883216992368,0.540911677039431,1.0923733832627182e-31,1000.0,10.0,0.0,0.0
457,275700.0,7.53062244758855,5.089082448080387,3.3229087236718304,0.5181328058242798,0.6411201357841492,0.2227482795715332,89.2,5.85,0.5,0.27789927073820003,0.72210070974441,1.912029682538475e-31,1000.0,10.0,0.0,0.0
458,276300.0,7.520701108153359,4.760138693221182,3.359280724316621,0.5225625038146973,0.6360278725624084,0.13847672939300537,88.45,5.85,0.55,0.19396088494759803,0.6240927243046235,0.18194639028033752,1.0660331576113322,10.0,0.0,0.0
459,276900.0,7.5152787124007485,5.022902234711138,3.5116238804625586,0.5448722243309021,0.5300375819206238,0.1632251739501953,90.3,6.0,0.45,0.23740399197974368,0.6285247551256528,0.13407125019160057,1.7707300531523353,10.0,0.0,0.0
460,277500.0,7.522454651980125,5.132861837831697,4.573891235723996,0.5448722243309021,0.4783772826194763,0.10321980714797974,94.4,6.7,0.65,0.18920562584079703,0.6979515878828836,0.11284278562865793,1.6767188507890665,10.0,0.0,0.0
461,278100.0,7.52532151747906,5.0851074770821825,4.352405401343097,0.5448722243309021,0.4783772826194763,0.07588815689086914,93.05,5.9,0.6,0.2536076663606527,0.7463923342106003,3.514011866217546e-32,1000.0,10.0,0.0,0.0
